incident_id,city,road_name,vehicle_type,accident_type,severity,weather_condition,road_condition,cause,driver_age,driver_gender,injury_count,damage_cost_php,latitude,longitude,datetime,hour,day_of_week,month_name,is_weekend,age_group
MMTI-2025-0130,Pasig,España Blvd,Truck,Pedestrian,Minor,Clear,Dry,Drunk Driving,63,Male,3,68000,14.591398,121.021252,2025-07-07 04:12:00,4 AM,Monday,July,False,Senior
MMTI-2025-0131,Pasig,Ortigas Ave,Car,Hit and Run,Unknown,Rain,Slippery,Traffic Violation,50,Female,0,74000,14.559958,121.06315,2025-09-21 04:20:00,4 AM,Sunday,September,True,41-60
MMTI-2025-0132,Taguig,Taft Ave,Jeepney,Side-swipe,Minor,Clear,Unknown,Reckless Driving,59,Female,0,8500,14.616705,120.934102,2025-07-08 10:43:00,10 AM,Tuesday,July,False,41-60
MMTI-2025-0133,Navotas,Commonwealth Ave,Taxi,Rear-end,Minor,Clear,Dry,Mechanical Failure,19,Female,2,55500,14.530286,121.0381,2025-11-19 23:39:00,11 PM,Wednesday,November,False,18-25
MMTI-2025-0134,Pasig,Aurora Blvd,Taxi,Collision,Major,Clear,Wet,Traffic Violation,60,Female,4,50000,14.562751,120.934636,2025-07-30 16:49:00,4 PM,Wednesday,July,False,41-60
MMTI-2025-0135,Las Piñas,Roxas Blvd,Jeepney,Hit and Run,Major,Rain,Slippery,Reckless Driving,32,Male,2,92000,14.541456,121.040998,2025-09-30 10:34:00,10 AM,Tuesday,September,False,26-40
MMTI-2025-0136,Quezon City,Roxas Blvd,Bus,Collision,Unknown,Rain,Unknown,Unknown,43,Male,1,39000,14.508413,121.091063,2025-06-12 15:22:00,3 PM,Thursday,June,False,41-60
MMTI-2025-0137,Valenzuela,Roxas Blvd,UV Express,Hit and Run,Major,Rain,Unknown,Reckless Driving,53,Male,1,15500,14.623135,121.017366,2025-02-10 11:59:00,11 AM,Monday,February,False,41-60
MMTI-2025-0138,Manila,Quezon Ave,UV Express,Rear-end,Minor,Clear,Unknown,Traffic Violation,63,Female,0,89000,14.654153,120.901036,2025-05-05 01:42:00,1 AM,Monday,May,False,Senior
MMTI-2025-0139,Pateros,Aurora Blvd,UV Express,Rear-end,Fatal,Storm,Slippery,Overspeeding,67,Male,0,75000,14.546444,121.047737,2025-10-09 05:26:00,5 AM,Thursday,October,False,Senior
MMTI-2025-0140,Pasay,EDSA,Taxi,Hit and Run,Unknown,Rain,Slippery,Overspeeding,18,Male,4,79000,14.52146,121.096599,2025-01-20 05:26:00,5 AM,Monday,January,False,18-25
MMTI-2025-0141,Quezon City,España Blvd,Truck,Rear-end,Unknown,Cloudy,Slippery,Mechanical Failure,69,Male,2,22500,14.646224,121.029657,2025-05-26 14:41:00,2 PM,Monday,May,False,Senior
MMTI-2025-0142,Marikina,Roxas Blvd,Jeepney,Rear-end,Major,Clear,Unknown,Unknown,50,Male,0,53000,14.633851,120.936956,2025-04-06 00:47:00,12 AM,Sunday,April,True,41-60
MMTI-2025-0143,Caloocan,EDSA,Bus,Hit and Run,Major,Cloudy,Slippery,Traffic Violation,37,Male,2,85500,14.57191,120.947261,2025-03-13 15:20:00,3 PM,Thursday,March,False,26-40
MMTI-2025-0144,San Juan,Commonwealth Ave,Truck,Pedestrian,Fatal,Rain,Dry,Reckless Driving,41,Female,1,19000,14.595636,120.990996,2025-12-08 03:29:00,3 AM,Monday,December,False,41-60
MMTI-2025-0145,Quezon City,Aurora Blvd,Taxi,Pedestrian,Major,Rain,Unknown,Distracted Driving,51,Female,4,92000,14.572357,121.083449,2025-11-07 11:26:00,11 AM,Friday,November,False,41-60
MMTI-2025-0146,Quezon City,España Blvd,Car,Pedestrian,Unknown,Rain,Wet,Traffic Violation,51,Female,0,89000,14.54108,121.01663,2025-02-27 01:53:00,1 AM,Thursday,February,False,41-60
MMTI-2025-0147,Quezon City,Aurora Blvd,Car,Pedestrian,Unknown,Cloudy,Unknown,Overspeeding,53,Female,0,41000,14.644656,120.97919,2025-02-16 16:28:00,4 PM,Sunday,February,True,41-60
MMTI-2025-0148,Makati,C5,Motorcycle,Hit and Run,Fatal,Rain,Dry,Overspeeding,22,Female,0,38500,14.581773,121.053794,2025-01-02 23:13:00,11 PM,Thursday,January,False,18-25
MMTI-2025-0149,Malabon,Ortigas Ave,Truck,Hit and Run,Unknown,Cloudy,Dry,Drunk Driving,59,Male,0,24500,14.698569,120.978612,2025-11-25 23:41:00,11 PM,Tuesday,November,False,41-60
MMTI-2025-0150,Manila,EDSA,Bus,Hit and Run,Unknown,Cloudy,Unknown,Unknown,,Female,1,60500,14.569232,120.95513,2025-03-07 23:14:00,11 PM,Friday,March,False,Unknown
MMTI-2025-0151,Malabon,Katipunan Ave,Taxi,Collision,Major,Rain,Dry,Distracted Driving,56,Male,3,78500,14.634405,121.074442,2025-02-27 01:51:00,1 AM,Thursday,February,False,41-60
MMTI-2025-0152,Navotas,Aurora Blvd,Car,Pedestrian,Major,Clear,Wet,Reckless Driving,32,Male,4,78500,14.654508,121.063676,2025-05-06 23:02:00,11 PM,Tuesday,May,False,26-40
MMTI-2025-0153,Pasig,España Blvd,Car,Hit and Run,Fatal,Storm,Dry,Drunk Driving,58,Female,4,65000,14.509377,120.968883,2025-05-02 09:56:00,9 AM,Friday,May,False,41-60
MMTI-2025-0154,Manila,Ortigas Ave,UV Express,Hit and Run,Unknown,Rain,Slippery,Unknown,29,Female,1,30500,14.560147,121.041515,2025-11-26 21:24:00,9 PM,Wednesday,November,False,26-40
MMTI-2025-0155,Malabon,Taft Ave,Jeepney,Pedestrian,Major,Cloudy,Wet,Reckless Driving,31,Male,0,12000,14.684445,121.069427,2025-08-26 01:35:00,1 AM,Tuesday,August,False,26-40
MMTI-2025-0156,Parañaque,EDSA,Bus,Hit and Run,Unknown,Clear,Dry,Distracted Driving,30,Female,3,28500,14.673895,120.966593,2025-02-17 17:46:00,5 PM,Monday,February,False,26-40
MMTI-2025-0157,Parañaque,C5,UV Express,Hit and Run,Major,Rain,Unknown,Mechanical Failure,43,Female,4,43000,14.655103,120.976132,2025-01-08 06:59:00,6 AM,Wednesday,January,False,41-60
MMTI-2025-0158,San Juan,Roxas Blvd,Bus,Pedestrian,Unknown,Cloudy,Dry,Unknown,66,Male,1,49000,14.562584,120.909143,2025-10-01 20:22:00,8 PM,Wednesday,October,False,Senior
MMTI-2025-0159,Manila,Roxas Blvd,Jeepney,Pedestrian,Unknown,Rain,Unknown,Reckless Driving,27,Female,2,31000,14.575968,121.066673,2025-04-24 23:09:00,11 PM,Thursday,April,False,26-40
MMTI-2025-0160,Marikina,Roxas Blvd,Taxi,Hit and Run,Unknown,Cloudy,Wet,Traffic Violation,28,Female,0,71500,14.597663,121.08338,2025-09-13 17:41:00,5 PM,Saturday,September,True,26-40
MMTI-2025-0161,Manila,EDSA,Taxi,Collision,Minor,Clear,Unknown,Drunk Driving,58,Female,0,92500,14.530206,120.943744,2025-10-05 20:03:00,8 PM,Sunday,October,True,41-60
MMTI-2025-0162,Pasig,Katipunan Ave,Truck,Hit and Run,Minor,Clear,Unknown,Unknown,18,Male,4,94000,14.554948,121.095496,2025-08-22 11:03:00,11 AM,Friday,August,False,18-25
MMTI-2025-0163,Malabon,Commonwealth Ave,Motorcycle,Collision,Unknown,Rain,Wet,Mechanical Failure,57,Male,2,36000,14.658987,120.915804,2025-01-09 16:52:00,4 PM,Thursday,January,False,41-60
MMTI-2025-0164,Caloocan,Quezon Ave,Bus,Collision,Minor,Clear,Unknown,Unknown,42,Female,0,83500,14.50189,120.934277,2025-07-27 14:36:00,2 PM,Sunday,July,True,41-60
MMTI-2025-0165,Marikina,Katipunan Ave,Taxi,Collision,Unknown,Clear,Wet,Mechanical Failure,62,Female,2,7500,14.684832,121.036886,2025-09-13 13:41:00,1 PM,Saturday,September,True,Senior
MMTI-2025-0166,Quezon City,Commonwealth Ave,Taxi,Side-swipe,Minor,Rain,Unknown,Drunk Driving,66,Female,0,40000,14.53249,120.948094,2025-05-24 17:36:00,5 PM,Saturday,May,True,Senior
MMTI-2025-0167,Quezon City,Ortigas Ave,Truck,Rear-end,Minor,Clear,Slippery,Overspeeding,24,Female,1,11500,14.568119,121.053801,2025-07-19 21:57:00,9 PM,Saturday,July,True,18-25
MMTI-2025-0168,Marikina,EDSA,UV Express,Side-swipe,Unknown,Cloudy,Wet,Traffic Violation,53,Female,3,25500,14.635939,121.032134,2025-11-01 12:49:00,12 PM,Saturday,November,True,41-60
MMTI-2025-0169,Caloocan,C5,Motorcycle,Side-swipe,Major,Cloudy,Wet,Unknown,38,Male,0,13500,14.501039,120.961653,2025-02-13 19:18:00,7 PM,Thursday,February,False,26-40
MMTI-2025-0170,Pasig,C5,Car,Hit and Run,Unknown,Clear,Unknown,Unknown,24,Male,0,47000,14.610844,121.019385,2025-07-04 08:06:00,8 AM,Friday,July,False,18-25
MMTI-2025-0171,San Juan,Taft Ave,Truck,Collision,Unknown,Rain,Unknown,Drunk Driving,61,Female,1,19500,14.553784,120.953681,2025-06-16 12:00:00,12 PM,Monday,June,False,Senior
MMTI-2025-0172,Malabon,Roxas Blvd,Truck,Side-swipe,Unknown,Clear,Slippery,Reckless Driving,33,Female,4,80500,14.53911,120.921394,2025-03-16 02:10:00,2 AM,Sunday,March,True,26-40
MMTI-2025-0173,Marikina,Katipunan Ave,Truck,Side-swipe,Unknown,Storm,Unknown,Drunk Driving,37,Male,4,90500,14.54017,120.962837,2025-06-05 00:25:00,12 AM,Thursday,June,False,26-40
MMTI-2025-0174,Pateros,Katipunan Ave,Taxi,Rear-end,Fatal,Cloudy,Slippery,Unknown,41,Male,4,27500,14.618445,121.009126,2025-07-23 10:18:00,10 AM,Wednesday,July,False,41-60
MMTI-2025-0175,Valenzuela,Quezon Ave,Truck,Side-swipe,Minor,Cloudy,Unknown,Drunk Driving,58,Male,1,34000,14.631733,121.043047,2025-12-16 17:01:00,5 PM,Tuesday,December,False,41-60
MMTI-2025-0176,Pasig,Aurora Blvd,Jeepney,Hit and Run,Unknown,Clear,Unknown,Overspeeding,68,Male,0,70500,14.618764,121.08288,2025-07-13 02:28:00,2 AM,Sunday,July,True,Senior
MMTI-2025-0177,Las Piñas,Commonwealth Ave,UV Express,Pedestrian,Minor,Clear,Unknown,Traffic Violation,68,Female,0,3000,14.519721,120.9444,2025-02-25 07:42:00,7 AM,Tuesday,February,False,Senior
MMTI-2025-0178,Makati,Quezon Ave,Truck,Side-swipe,Unknown,Cloudy,Unknown,Drunk Driving,40,Male,3,15000,14.559086,121.08411,2025-09-23 17:37:00,5 PM,Tuesday,September,False,26-40
MMTI-2025-0179,Pasig,Ortigas Ave,Bus,Side-swipe,Unknown,Rain,Unknown,Unknown,40,Female,0,58000,14.644399,120.990489,2025-02-13 03:53:00,3 AM,Thursday,February,False,26-40
MMTI-2025-0180,Taguig,EDSA,Taxi,Side-swipe,Minor,Rain,Wet,Mechanical Failure,51,Female,4,22000,14.566198,120.985274,2025-02-04 09:02:00,9 AM,Tuesday,February,False,41-60
MMTI-2025-0181,Navotas,Commonwealth Ave,Car,Hit and Run,Unknown,Clear,Unknown,Mechanical Failure,46,Female,3,2500,14.640947,120.941157,2025-08-25 07:51:00,7 AM,Monday,August,False,41-60
MMTI-2025-0182,Taguig,España Blvd,Car,Side-swipe,Fatal,Rain,Unknown,Distracted Driving,34,Female,4,83500,14.562681,120.977728,2025-12-27 02:36:00,2 AM,Saturday,December,True,26-40
MMTI-2025-0183,Las Piñas,Ortigas Ave,Taxi,Hit and Run,Unknown,Rain,Slippery,Distracted Driving,61,Female,2,17000,14.547715,120.92339,2025-07-20 18:07:00,6 PM,Sunday,July,True,Senior
MMTI-2025-0184,Manila,Taft Ave,Truck,Pedestrian,Major,Clear,Unknown,Unknown,29,Female,0,70500,14.638687,121.029052,2025-07-11 22:09:00,10 PM,Friday,July,False,26-40
MMTI-2025-0185,Pateros,Roxas Blvd,Car,Rear-end,Fatal,Cloudy,Unknown,Overspeeding,40,Male,3,19000,14.539026,120.976789,2025-03-30 17:10:00,5 PM,Sunday,March,True,26-40
MMTI-2025-0186,Pateros,Taft Ave,UV Express,Hit and Run,Unknown,Rain,Unknown,Unknown,28,Male,4,5500,14.659176,120.944106,2025-10-15 16:41:00,4 PM,Wednesday,October,False,26-40
MMTI-2025-0187,Quezon City,Roxas Blvd,Car,Hit and Run,Unknown,Rain,Unknown,Distracted Driving,54,Male,2,71500,14.664657,120.973372,2025-01-17 08:14:00,8 AM,Friday,January,False,41-60
MMTI-2025-0188,Quezon City,Quezon Ave,Truck,Collision,Major,Storm,Dry,Unknown,34,Male,0,58000,14.673058,120.923477,2025-01-22 23:28:00,11 PM,Wednesday,January,False,26-40
MMTI-2025-0189,Makati,Ortigas Ave,Taxi,Pedestrian,Unknown,Rain,Unknown,Drunk Driving,68,Female,1,9500,14.614015,121.006456,2025-05-02 06:51:00,6 AM,Friday,May,False,Senior
MMTI-2025-0190,Marikina,Roxas Blvd,Bus,Pedestrian,Fatal,Clear,Dry,Drunk Driving,66,Female,0,37000,14.67341,120.925378,2025-11-02 17:10:00,5 PM,Sunday,November,True,Senior
MMTI-2025-0191,Marikina,Quezon Ave,Taxi,Hit and Run,Unknown,Rain,Unknown,Reckless Driving,58,Female,3,59500,14.515103,121.05892,2025-03-09 07:09:00,7 AM,Sunday,March,True,41-60
MMTI-2025-0192,Mandaluyong,Ortigas Ave,Truck,Hit and Run,Fatal,Clear,Dry,Distracted Driving,64,Female,0,87000,14.639458,121.070021,2025-02-17 12:32:00,12 PM,Monday,February,False,Senior
MMTI-2025-0193,Malabon,Quezon Ave,Truck,Side-swipe,Fatal,Storm,Slippery,Drunk Driving,54,Female,2,89000,14.652451,120.909189,2025-10-01 12:13:00,12 PM,Wednesday,October,False,41-60
MMTI-2025-0194,Taguig,Commonwealth Ave,Truck,Hit and Run,Minor,Cloudy,Wet,Drunk Driving,59,Male,1,37000,14.518668,120.972087,2025-11-17 14:01:00,2 PM,Monday,November,False,41-60
MMTI-2025-0195,Pasay,EDSA,Truck,Side-swipe,Major,Cloudy,Dry,Distracted Driving,18,Female,3,11500,14.52654,120.945238,2025-02-12 11:42:00,11 AM,Wednesday,February,False,18-25
MMTI-2025-0196,Manila,Ortigas Ave,Taxi,Collision,Unknown,Rain,Wet,Unknown,22,Female,3,13000,14.646153,120.920485,2025-12-15 14:00:00,2 PM,Monday,December,False,18-25
MMTI-2025-0197,San Juan,Commonwealth Ave,Truck,Rear-end,Major,Clear,Unknown,Overspeeding,57,Female,3,46500,14.644486,121.025616,2025-06-10 11:56:00,11 AM,Tuesday,June,False,41-60
MMTI-2025-0198,Valenzuela,Quezon Ave,Motorcycle,Collision,Major,Clear,Unknown,Unknown,40,Female,2,19500,14.549557,121.028924,2025-03-19 13:39:00,1 PM,Wednesday,March,False,26-40
MMTI-2025-0199,Pasig,Katipunan Ave,Bus,Collision,Fatal,Rain,Unknown,Mechanical Failure,65,Female,2,84500,14.510914,121.079583,2025-05-08 17:38:00,5 PM,Thursday,May,False,Senior
MMTI-2025-0200,Taguig,Quezon Ave,Truck,Pedestrian,Minor,Clear,Dry,Traffic Violation,38,Female,3,74500,14.584173,121.009271,2025-05-03 15:24:00,3 PM,Saturday,May,True,26-40
MMTI-2025-0201,Makati,EDSA,Jeepney,Collision,Minor,Storm,Wet,Overspeeding,21,Female,4,38500,14.625714,121.00021,2025-03-30 15:49:00,3 PM,Sunday,March,True,18-25
MMTI-2025-0202,Navotas,C5,UV Express,Pedestrian,Unknown,Clear,Wet,Reckless Driving,23,Male,0,67000,14.684185,121.094863,2025-08-01 13:44:00,1 PM,Friday,August,False,18-25
MMTI-2025-0203,Navotas,Katipunan Ave,UV Express,Collision,Fatal,Rain,Unknown,Mechanical Failure,21,Female,0,57500,14.523197,121.022459,2025-03-21 17:20:00,5 PM,Friday,March,False,18-25
MMTI-2025-0204,Pasay,C5,Motorcycle,Rear-end,Minor,Rain,Unknown,Traffic Violation,51,Male,1,49500,14.525386,121.056225,2025-01-29 09:42:00,9 AM,Wednesday,January,False,41-60
MMTI-2025-0205,Taguig,EDSA,Bus,Hit and Run,Fatal,Clear,Dry,Reckless Driving,63,Male,3,60000,14.602156,120.911088,2025-05-18 23:56:00,11 PM,Sunday,May,True,Senior
MMTI-2025-0206,Pasay,Roxas Blvd,Taxi,Collision,Unknown,Rain,Dry,Mechanical Failure,65,Male,0,3500,14.54891,120.994353,2025-10-18 05:23:00,5 AM,Saturday,October,True,Senior
MMTI-2025-0207,Quezon City,España Blvd,Taxi,Hit and Run,Major,Storm,Wet,Unknown,64,Male,2,11500,14.614307,120.92388,2025-07-16 04:11:00,4 AM,Wednesday,July,False,Senior
MMTI-2025-0208,Caloocan,España Blvd,Motorcycle,Hit and Run,Minor,Cloudy,Slippery,Reckless Driving,38,Male,4,60000,14.501594,120.940134,2025-12-11 01:11:00,1 AM,Thursday,December,False,26-40
MMTI-2025-0209,Pasig,Quezon Ave,Truck,Side-swipe,Unknown,Cloudy,Wet,Mechanical Failure,27,Male,3,5000,14.5466,120.969285,2025-10-16 09:47:00,9 AM,Thursday,October,False,26-40
MMTI-2025-0210,Manila,Taft Ave,Taxi,Side-swipe,Minor,Rain,Unknown,Mechanical Failure,44,Female,0,20000,14.64233,120.918605,2025-12-22 00:21:00,12 AM,Monday,December,False,41-60
MMTI-2025-0211,Las Piñas,Aurora Blvd,UV Express,Collision,Unknown,Clear,Unknown,Drunk Driving,58,Female,0,77500,14.613564,120.986997,2025-04-29 16:26:00,4 PM,Tuesday,April,False,41-60
MMTI-2025-0212,Mandaluyong,Ortigas Ave,Taxi,Hit and Run,Fatal,Storm,Unknown,Reckless Driving,32,Male,1,19000,14.655987,121.016942,2025-03-08 07:18:00,7 AM,Saturday,March,True,26-40
MMTI-2025-0213,Valenzuela,Aurora Blvd,Bus,Hit and Run,Minor,Clear,Slippery,Mechanical Failure,46,Male,3,35500,14.670496,120.918084,2025-03-21 03:10:00,3 AM,Friday,March,False,41-60
MMTI-2025-0214,Pasig,EDSA,Car,Side-swipe,Major,Clear,Wet,Traffic Violation,43,Male,0,40000,14.552033,121.098135,2025-12-18 09:52:00,9 AM,Thursday,December,False,41-60
MMTI-2025-0215,Valenzuela,España Blvd,UV Express,Pedestrian,Major,Clear,Unknown,Distracted Driving,69,Female,0,3500,14.512334,121.056192,2025-01-16 12:54:00,12 PM,Thursday,January,False,Senior
MMTI-2025-0216,Navotas,Ortigas Ave,UV Express,Collision,Unknown,Clear,Slippery,Distracted Driving,19,Male,1,84500,14.588686,120.925758,2025-04-24 04:12:00,4 AM,Thursday,April,False,18-25
MMTI-2025-0217,Valenzuela,EDSA,Car,Pedestrian,Unknown,Rain,Unknown,Unknown,19,Female,0,56500,14.534561,120.942943,2025-06-19 03:02:00,3 AM,Thursday,June,False,18-25
MMTI-2025-0218,Valenzuela,Commonwealth Ave,Motorcycle,Pedestrian,Unknown,Clear,Wet,Reckless Driving,49,Female,4,63000,14.512196,120.955955,2025-04-06 08:17:00,8 AM,Sunday,April,True,41-60
MMTI-2025-0219,Manila,Quezon Ave,UV Express,Pedestrian,Minor,Cloudy,Slippery,Unknown,52,Female,2,74000,14.600479,120.977676,2025-03-12 13:12:00,1 PM,Wednesday,March,False,41-60
MMTI-2025-0220,Pasig,Quezon Ave,Motorcycle,Side-swipe,Minor,Cloudy,Unknown,Traffic Violation,67,Female,1,14500,14.549571,120.948231,2025-04-03 00:20:00,12 AM,Thursday,April,False,Senior
MMTI-2025-0221,Caloocan,Katipunan Ave,Taxi,Hit and Run,Fatal,Rain,Wet,Mechanical Failure,55,Male,0,91000,14.571757,121.018312,2025-10-01 23:03:00,11 PM,Wednesday,October,False,41-60
MMTI-2025-0222,Makati,Katipunan Ave,Car,Pedestrian,Major,Cloudy,Unknown,Reckless Driving,29,Female,0,13500,14.511234,121.020333,2025-12-27 22:22:00,10 PM,Saturday,December,True,26-40
MMTI-2025-0223,Manila,Ortigas Ave,Jeepney,Rear-end,Major,Storm,Wet,Traffic Violation,21,Male,1,77000,14.640939,120.928331,2025-01-11 16:30:00,4 PM,Saturday,January,True,18-25
MMTI-2025-0224,Las Piñas,C5,Bus,Hit and Run,Unknown,Clear,Slippery,Reckless Driving,38,Female,1,95500,14.689739,121.058369,2025-02-26 16:55:00,4 PM,Wednesday,February,False,26-40
MMTI-2025-0225,Pasay,España Blvd,UV Express,Pedestrian,Fatal,Rain,Unknown,Drunk Driving,42,Male,0,90000,14.558903,120.935542,2025-09-07 20:20:00,8 PM,Sunday,September,True,41-60
MMTI-2025-0226,Navotas,Katipunan Ave,Motorcycle,Rear-end,Unknown,Storm,Unknown,Mechanical Failure,58,Male,3,20000,14.566234,120.915561,2025-01-01 22:36:00,10 PM,Wednesday,January,False,41-60
MMTI-2025-0227,Makati,Ortigas Ave,Truck,Collision,Fatal,Rain,Wet,Distracted Driving,40,Male,0,94000,14.500256,120.977187,2025-06-27 10:10:00,10 AM,Friday,June,False,26-40
MMTI-2025-0228,Malabon,Aurora Blvd,Truck,Side-swipe,Unknown,Cloudy,Dry,Unknown,68,Female,1,59500,14.514742,121.069152,2025-08-03 05:56:00,5 AM,Sunday,August,True,Senior
MMTI-2025-0229,Mandaluyong,C5,Motorcycle,Side-swipe,Major,Cloudy,Wet,Distracted Driving,53,Male,2,78000,14.697055,121.078645,2025-05-31 00:20:00,12 AM,Saturday,May,True,41-60
MMTI-2025-0230,Pasay,Katipunan Ave,Truck,Rear-end,Minor,Clear,Slippery,Mechanical Failure,30,Female,0,72500,14.644408,121.045995,2025-12-27 00:27:00,12 AM,Saturday,December,True,26-40
MMTI-2025-0231,San Juan,Quezon Ave,Motorcycle,Collision,Unknown,Clear,Unknown,Unknown,27,Male,2,2000,14.585521,120.95891,2025-05-16 21:18:00,9 PM,Friday,May,False,26-40
MMTI-2025-0232,Pateros,Quezon Ave,Motorcycle,Collision,Major,Rain,Slippery,Distracted Driving,48,Male,2,52500,14.594189,121.078975,2025-12-05 20:38:00,8 PM,Friday,December,False,41-60
MMTI-2025-0233,Quezon City,Taft Ave,Car,Side-swipe,Unknown,Storm,Wet,Unknown,20,Male,3,61500,14.55268,121.067416,2025-05-16 02:41:00,2 AM,Friday,May,False,18-25
MMTI-2025-0234,Taguig,C5,UV Express,Side-swipe,Unknown,Cloudy,Unknown,Mechanical Failure,53,Male,3,68500,14.583726,121.007103,2025-10-16 01:09:00,1 AM,Thursday,October,False,41-60
MMTI-2025-0235,Caloocan,Aurora Blvd,Bus,Collision,Unknown,Rain,Dry,Drunk Driving,25,Female,1,23000,14.694433,121.061692,2025-09-01 18:56:00,6 PM,Monday,September,False,18-25
MMTI-2025-0236,Makati,Taft Ave,Car,Rear-end,Unknown,Storm,Slippery,Distracted Driving,23,Female,4,52500,14.610411,121.071325,2025-03-06 01:27:00,1 AM,Thursday,March,False,18-25
MMTI-2025-0237,Manila,Katipunan Ave,Jeepney,Pedestrian,Unknown,Clear,Unknown,Drunk Driving,27,Male,0,74000,14.655909,121.057149,2025-09-24 14:58:00,2 PM,Wednesday,September,False,26-40
MMTI-2025-0238,Malabon,Roxas Blvd,Truck,Hit and Run,Unknown,Clear,Unknown,Overspeeding,29,Male,3,20000,14.623649,121.036163,2025-10-02 11:56:00,11 AM,Thursday,October,False,26-40
MMTI-2025-0239,Marikina,Quezon Ave,Motorcycle,Hit and Run,Fatal,Storm,Dry,Traffic Violation,,Male,2,37500,14.668569,121.071647,2025-07-25 01:25:00,1 AM,Friday,July,False,Unknown
MMTI-2025-0240,Caloocan,Commonwealth Ave,Bus,Hit and Run,Fatal,Storm,Unknown,Distracted Driving,30,Female,1,54000,14.648189,121.051899,2025-12-17 03:55:00,3 AM,Wednesday,December,False,26-40
MMTI-2025-0241,Pasay,C5,Bus,Pedestrian,Unknown,Rain,Unknown,Overspeeding,29,Female,1,9000,14.549898,120.99129,2025-07-11 01:32:00,1 AM,Friday,July,False,26-40
MMTI-2025-0242,Mandaluyong,Ortigas Ave,Taxi,Hit and Run,Unknown,Cloudy,Dry,Overspeeding,33,Male,3,78000,14.589221,121.092104,2025-07-04 22:12:00,10 PM,Friday,July,False,26-40
MMTI-2025-0243,Las Piñas,Ortigas Ave,Car,Side-swipe,Minor,Storm,Dry,Unknown,21,Female,4,29000,14.671422,121.029476,2025-08-31 18:35:00,6 PM,Sunday,August,True,18-25
MMTI-2025-0244,Malabon,España Blvd,Motorcycle,Collision,Unknown,Rain,Wet,Overspeeding,32,Male,4,41000,14.642548,121.041874,2025-12-13 06:17:00,6 AM,Saturday,December,True,26-40
MMTI-2025-0245,Navotas,Ortigas Ave,Truck,Side-swipe,Major,Cloudy,Slippery,Unknown,55,Male,0,67000,14.699886,121.093297,2025-05-21 13:57:00,1 PM,Wednesday,May,False,41-60
MMTI-2025-0246,Pasig,Katipunan Ave,Bus,Side-swipe,Minor,Cloudy,Dry,Traffic Violation,35,Male,2,35000,14.631224,121.090438,2025-07-11 17:41:00,5 PM,Friday,July,False,26-40
MMTI-2025-0247,Pasig,España Blvd,Taxi,Rear-end,Minor,Clear,Unknown,Traffic Violation,61,Female,0,5000,14.63108,121.099494,2025-11-30 09:12:00,9 AM,Sunday,November,True,Senior
MMTI-2025-0248,Navotas,EDSA,Jeepney,Pedestrian,Major,Storm,Wet,Unknown,60,Male,4,40000,14.669084,121.068128,2025-05-13 13:25:00,1 PM,Tuesday,May,False,41-60
MMTI-2025-0249,Taguig,Aurora Blvd,Car,Side-swipe,Unknown,Rain,Slippery,Distracted Driving,32,Male,1,97000,14.674286,120.984095,2025-10-13 05:18:00,5 AM,Monday,October,False,26-40
MMTI-2025-0250,Makati,Roxas Blvd,Truck,Collision,Unknown,Clear,Unknown,Distracted Driving,48,Female,4,17000,14.6735,120.976334,2025-06-19 11:16:00,11 AM,Thursday,June,False,41-60
MMTI-2025-0251,Pasig,Commonwealth Ave,Car,Side-swipe,Unknown,Clear,Unknown,Drunk Driving,38,Female,0,64000,14.566526,121.097328,2025-06-02 13:03:00,1 PM,Monday,June,False,26-40
MMTI-2025-0252,Manila,Aurora Blvd,Bus,Rear-end,Major,Clear,Wet,Unknown,68,Male,1,80500,14.586742,120.985882,2025-06-10 20:03:00,8 PM,Tuesday,June,False,Senior
MMTI-2025-0253,Manila,EDSA,Jeepney,Rear-end,Fatal,Clear,Slippery,Mechanical Failure,19,Male,0,95500,14.549765,121.038705,2025-08-08 15:24:00,3 PM,Friday,August,False,18-25
MMTI-2025-0254,Taguig,Taft Ave,Jeepney,Pedestrian,Fatal,Rain,Dry,Overspeeding,37,Male,3,95000,14.604058,121.004824,2025-06-26 09:08:00,9 AM,Thursday,June,False,26-40
MMTI-2025-0255,Marikina,Aurora Blvd,Bus,Rear-end,Major,Cloudy,Dry,Mechanical Failure,32,Female,1,95500,14.504383,121.000927,2025-08-11 21:08:00,9 PM,Monday,August,False,26-40
MMTI-2025-0256,Quezon City,Taft Ave,UV Express,Side-swipe,Unknown,Clear,Dry,Overspeeding,60,Male,0,4500,14.509647,120.923158,2025-03-05 11:45:00,11 AM,Wednesday,March,False,41-60
MMTI-2025-0257,Quezon City,Roxas Blvd,Truck,Rear-end,Major,Rain,Dry,Reckless Driving,44,Male,0,68500,14.553995,121.021127,2025-08-16 12:07:00,12 PM,Saturday,August,True,41-60
MMTI-2025-0258,Taguig,España Blvd,UV Express,Pedestrian,Minor,Storm,Dry,Distracted Driving,49,Female,4,27500,14.655592,121.0663,2025-03-12 13:53:00,1 PM,Wednesday,March,False,41-60
MMTI-2025-0259,Malabon,Roxas Blvd,Car,Collision,Unknown,Cloudy,Wet,Unknown,39,Female,0,3500,14.634327,121.081376,2025-04-14 11:45:00,11 AM,Monday,April,False,26-40
