incident_id,city,road_name,vehicle_type,accident_type,severity,weather_condition,road_condition,cause,driver_age,driver_gender,injury_count,damage_cost_php,latitude,longitude,datetime
MMTI-2025-0141,Quezon City,España Blvd,Truck,Rear-end,Unknown,Cloudy,Slippery,Mechanical Failure,69,Male,2.0,22500.0,14.646223846761757,121.02965706774184,2025-05-26 14:41:00
MMTI-2025-0142,Marikina,Roxas Blvd,Jeepney,Rear-end,Major,Clear,Unknown,Unknown,50,Male,0.0,53000.0,14.633851170681991,120.93695624020948,2025-04-06 00:47:00
MMTI-2025-0143,Caloocan,EDSA,Bus,Hit and Run,Major,Cloudy,Slippery,Traffic Violation,37,Male,2.0,85500.0,14.571910418112232,120.9472605154844,2025-03-13 15:20:00
MMTI-2025-0144,San Juan,Commonwealth Ave,Truck,Pedestrian,Fatal,Rain,Dry,Reckless Driving,41,Female,1.0,19000.0,14.595636379947043,120.99099573455412,2025-12-08 03:29:00
MMTI-2025-0145,Quezon City,Aurora Blvd,Taxi,Pedestrian,Major,Rain,Unknown,Distracted Driving,51,Female,4.0,92000.0,14.57235697370485,121.0834489413562,2025-11-07 11:26:00
MMTI-2025-0146,Quezon City,España Blvd,Car,Pedestrian,Unknown,Rain,Wet,Traffic Violation,51,Female,0.0,89000.0,14.541080297107872,121.0166295356882,2025-02-27 01:53:00
MMTI-2025-0147,Quezon City,Aurora Blvd,Car,Pedestrian,Unknown,Cloudy,Unknown,Overspeeding,53,Female,0.0,41000.0,14.644656015965,120.97918974199064,2025-02-16 16:28:00
MMTI-2025-0148,Makati,C5,Motorcycle,Hit and Run,Fatal,Rain,Dry,Overspeeding,22,Female,0.0,38500.0,14.58177338716385,121.05379441251672,2025-01-02 23:13:00
MMTI-2025-0149,Malabon,Ortigas Ave,Truck,Hit and Run,Unknown,Cloudy,Dry,Drunk Driving,59,Male,0.0,24500.0,14.698569355215517,120.97861172635682,2025-11-25 23:41:00
MMTI-2025-0150,Manila,EDSA,Bus,Hit and Run,Unknown,Cloudy,Unknown,Unknown,,Female,1.0,60500.0,14.569231946997526,120.95512994555904,2025-03-07 23:14:00
MMTI-2025-0151,Malabon,Katipunan Ave,Taxi,Collision,Major,Rain,Dry,Distracted Driving,56,Male,3.0,78500.0,14.634404727374443,121.07444248355728,2025-02-27 01:51:00
MMTI-2025-0152,Navotas,Aurora Blvd,Car,Pedestrian,Major,Clear,Wet,Reckless Driving,32,Male,4.0,78500.0,14.654507642496425,121.06367649781804,2025-05-06 23:02:00
MMTI-2025-0153,Pasig,España Blvd,Car,Hit and Run,Fatal,Storm,Dry,Drunk Driving,58,Female,4.0,65000.0,14.509376819390493,120.96888296595452,2025-05-02 09:56:00
MMTI-2025-0154,Manila,Ortigas Ave,UV Express,Hit and Run,Unknown,Rain,Slippery,Unknown,29,Female,1.0,30500.0,14.56014728375903,121.0415153594976,2025-11-26 21:24:00
MMTI-2025-0155,Malabon,Taft Ave,Jeepney,Pedestrian,Major,Cloudy,Wet,Reckless Driving,31,Male,0.0,12000.0,14.684445220902244,121.06942667718393,2025-08-26 01:35:00
MMTI-2025-0156,Parañaque,EDSA,Bus,Hit and Run,Unknown,Clear,Dry,Distracted Driving,30,Female,3.0,28500.0,14.673894770304909,120.96659286216376,2025-02-17 17:46:00
MMTI-2025-0157,Parañaque,C5,UV Express,Hit and Run,Major,Rain,Unknown,Mechanical Failure,43,Female,4.0,43000.0,14.655102776412754,120.9761323488746,2025-01-08 06:59:00
MMTI-2025-0158,San Juan,Roxas Blvd,Bus,Pedestrian,Unknown,Cloudy,Dry,Unknown,66,Male,1.0,49000.0,14.562584403774038,120.90914308959624,2025-10-01 20:22:00
MMTI-2025-0159,Manila,Roxas Blvd,Jeepney,Pedestrian,Unknown,Rain,Unknown,Reckless Driving,27,Female,2.0,31000.0,14.575967954948233,121.0666725430574,2025-04-24 23:09:00
MMTI-2025-0160,Marikina,Roxas Blvd,Taxi,Hit and Run,Unknown,Cloudy,Wet,Traffic Violation,28,Female,0.0,71500.0,14.597663264250826,121.08337987793888,2025-09-13 17:41:00
MMTI-2025-0161,Manila,EDSA,Taxi,Collision,Minor,Clear,Unknown,Drunk Driving,58,Female,0.0,92500.0,14.530205929292949,120.94374393449088,2025-10-05 20:03:00
MMTI-2025-0162,Pasig,Katipunan Ave,Truck,Hit and Run,Minor,Clear,Unknown,Unknown,18,Male,4.0,94000.0,14.554948147439566,121.09549586964653,2025-08-22 11:03:00
MMTI-2025-0163,Malabon,Commonwealth Ave,Motorcycle,Collision,Unknown,Rain,Wet,Mechanical Failure,57,Male,2.0,36000.0,14.658987266416691,120.91580384876288,2025-01-09 16:52:00
MMTI-2025-0164,Caloocan,Quezon Ave,Bus,Collision,Minor,Clear,Unknown,Unknown,42,Female,0.0,83500.0,14.501890034530826,120.93427671504422,2025-07-27 14:36:00
MMTI-2025-0165,Marikina,Katipunan Ave,Taxi,Collision,Unknown,Clear,Wet,Mechanical Failure,62,Female,2.0,7500.0,14.684831853321713,121.03688574869274,2025-09-13 13:41:00
MMTI-2025-0166,Quezon City,Commonwealth Ave,Taxi,Side-swipe,Minor,Rain,Unknown,Drunk Driving,66,Female,0.0,40000.0,14.53249005014294,120.94809443886086,2025-05-24 17:36:00
MMTI-2025-0167,Quezon City,Ortigas Ave,Truck,Rear-end,Minor,Clear,Slippery,Overspeeding,24,Female,1.0,11500.0,14.568118549295022,121.0538011306731,2025-07-19 21:57:00
MMTI-2025-0168,Marikina,EDSA,UV Express,Side-swipe,Unknown,Cloudy,Wet,Traffic Violation,53,Female,3.0,25500.0,14.635938971617632,121.03213438150298,2025-11-01 12:49:00
MMTI-2025-0169,Caloocan,C5,Motorcycle,Side-swipe,Major,Cloudy,Wet,Unknown,38,Male,0.0,13500.0,14.501039044474004,120.96165349102726,2025-02-13 19:18:00
MMTI-2025-0170,Pasig,C5,Car,Hit and Run,Unknown,Clear,Unknown,Unknown,24,Male,0.0,47000.0,14.610843961079514,121.01938491105744,2025-07-04 08:06:00
MMTI-2025-0171,San Juan,Taft Ave,Truck,Collision,Unknown,Rain,Unknown,Drunk Driving,61,Female,1.0,19500.0,14.55378379270603,120.95368135942984,2025-06-16 12:00:00
MMTI-2025-0172,Malabon,Roxas Blvd,Truck,Side-swipe,Unknown,Clear,Slippery,Reckless Driving,33,Female,4.0,80500.0,14.539109644976053,120.9213944735162,2025-03-16 02:10:00
MMTI-2025-0173,Marikina,Katipunan Ave,Truck,Side-swipe,Unknown,Storm,Unknown,Drunk Driving,37,Male,4.0,90500.0,14.540170297740412,120.96283665623908,2025-06-05 00:25:00
MMTI-2025-0174,Pateros,Katipunan Ave,Taxi,Rear-end,Fatal,Cloudy,Slippery,Unknown,41,Male,4.0,27500.0,14.618445406850077,121.00912581709017,2025-07-23 10:18:00
MMTI-2025-0175,Valenzuela,Quezon Ave,Truck,Side-swipe,Minor,Cloudy,Unknown,Drunk Driving,58,Male,1.0,34000.0,14.631732593706465,121.04304727825988,2025-12-16 17:01:00
MMTI-2025-0176,Pasig,Aurora Blvd,Jeepney,Hit and Run,Unknown,Clear,Unknown,Overspeeding,68,Male,0.0,70500.0,14.618763988670976,121.08288024974613,2025-07-13 02:28:00
MMTI-2025-0177,Las Piñas,Commonwealth Ave,UV Express,Pedestrian,Minor,Clear,Unknown,Traffic Violation,68,Female,0.0,3000.0,14.519721311716346,120.9444002159099,2025-02-25 07:42:00
MMTI-2025-0178,Makati,Quezon Ave,Truck,Side-swipe,Unknown,Cloudy,Unknown,Drunk Driving,40,Male,3.0,15000.0,14.55908644410368,121.08410950893422,2025-09-23 17:37:00
MMTI-2025-0179,Pasig,Ortigas Ave,Bus,Side-swipe,Unknown,Rain,Unknown,Unknown,40,Female,0.0,58000.0,14.64439878865594,120.99048943865137,2025-02-13 03:53:00
MMTI-2025-0180,Taguig,EDSA,Taxi,Side-swipe,Minor,Rain,Wet,Mechanical Failure,51,Female,4.0,22000.0,14.566197931110636,120.98527387672434,2025-02-04 09:02:00
MMTI-2025-0181,Navotas,Commonwealth Ave,Car,Hit and Run,Unknown,Clear,Unknown,Mechanical Failure,46,Female,3.0,2500.0,14.640947123191946,120.94115689587348,2025-08-25 07:51:00
MMTI-2025-0182,Taguig,España Blvd,Car,Side-swipe,Fatal,Rain,Unknown,Distracted Driving,34,Female,4.0,83500.0,14.562680822010297,120.97772785218255,2025-12-27 02:36:00
MMTI-2025-0183,Las Piñas,Ortigas Ave,Taxi,Hit and Run,Unknown,Rain,Slippery,Distracted Driving,61,Female,2.0,17000.0,14.54771454528776,120.92338978079415,2025-07-20 18:07:00
MMTI-2025-0184,Manila,Taft Ave,Truck,Pedestrian,Major,Clear,Unknown,Unknown,29,Female,0.0,70500.0,14.638686585305871,121.029052019016,2025-07-11 22:09:00
MMTI-2025-0185,Pateros,Roxas Blvd,Car,Rear-end,Fatal,Cloudy,Unknown,Overspeeding,40,Male,3.0,19000.0,14.53902569832685,120.9767888351736,2025-03-30 17:10:00
MMTI-2025-0186,Pateros,Taft Ave,UV Express,Hit and Run,Unknown,Rain,Unknown,Unknown,28,Male,4.0,5500.0,14.659176177920486,120.94410590125932,2025-10-15 16:41:00
MMTI-2025-0187,Quezon City,Roxas Blvd,Car,Hit and Run,Unknown,Rain,Unknown,Distracted Driving,54,Male,2.0,71500.0,14.664656561599513,120.97337235442107,2025-01-17 08:14:00
MMTI-2025-0188,Quezon City,Quezon Ave,Truck,Collision,Major,Storm,Dry,Unknown,34,Male,0.0,58000.0,14.67305809407526,120.9234772052998,2025-01-22 23:28:00
MMTI-2025-0189,Makati,Ortigas Ave,Taxi,Pedestrian,Unknown,Rain,Unknown,Drunk Driving,68,Female,1.0,9500.0,14.614014868961,121.00645615947408,2025-05-02 06:51:00
MMTI-2025-0190,Marikina,Roxas Blvd,Bus,Pedestrian,Fatal,Clear,Dry,Drunk Driving,66,Female,0.0,37000.0,14.673409518086755,120.92537763372276,2025-11-02 17:10:00
MMTI-2025-0191,Marikina,Quezon Ave,Taxi,Hit and Run,Unknown,Rain,Unknown,Reckless Driving,58,Female,3.0,59500.0,14.51510325466637,121.05891972613354,2025-03-09 07:09:00
MMTI-2025-0192,Mandaluyong,Ortigas Ave,Truck,Hit and Run,Fatal,Clear,Dry,Distracted Driving,64,Female,0.0,87000.0,14.639457795557712,121.07002124795817,2025-02-17 12:32:00
MMTI-2025-0193,Malabon,Quezon Ave,Truck,Side-swipe,Fatal,Storm,Slippery,Drunk Driving,54,Female,2.0,89000.0,14.6524508044845,120.90918858513172,2025-10-01 12:13:00
MMTI-2025-0194,Taguig,Commonwealth Ave,Truck,Hit and Run,Minor,Cloudy,Wet,Drunk Driving,59,Male,1.0,37000.0,14.51866799690513,120.97208707667946,2025-11-17 14:01:00
MMTI-2025-0195,Pasay,EDSA,Truck,Side-swipe,Major,Cloudy,Dry,Distracted Driving,18,Female,3.0,11500.0,14.526539958407998,120.94523817229188,2025-02-12 11:42:00
MMTI-2025-0196,Manila,Ortigas Ave,Taxi,Collision,Unknown,Rain,Wet,Unknown,22,Female,3.0,13000.0,14.646152676352797,120.92048543408993,2025-12-15 14:00:00
MMTI-2025-0197,San Juan,Commonwealth Ave,Truck,Rear-end,Major,Clear,Unknown,Overspeeding,57,Female,3.0,46500.0,14.644486405272865,121.0256160076682,2025-06-10 11:56:00
MMTI-2025-0198,Valenzuela,Quezon Ave,Motorcycle,Collision,Major,Clear,Unknown,Unknown,40,Female,2.0,19500.0,14.549557274992717,121.0289241136376,2025-03-19 13:39:00
MMTI-2025-0199,Pasig,Katipunan Ave,Bus,Collision,Fatal,Rain,Unknown,Mechanical Failure,65,Female,2.0,84500.0,14.510913826203051,121.0795825120714,2025-05-08 17:38:00
MMTI-2025-0200,Taguig,Quezon Ave,Truck,Pedestrian,Minor,Clear,Dry,Traffic Violation,38,Female,3.0,74500.0,14.584172706850488,121.00927124423228,2025-05-03 15:24:00
MMTI-2025-0201,Makati,EDSA,Jeepney,Collision,Minor,Storm,Wet,Overspeeding,21,Female,4.0,38500.0,14.625714139212116,121.00020979310142,2025-03-30 15:49:00
MMTI-2025-0202,Navotas,C5,UV Express,Pedestrian,Unknown,Clear,Wet,Reckless Driving,23,Male,0.0,67000.0,14.684184971754547,121.09486267687092,2025-08-01 13:44:00
MMTI-2025-0203,Navotas,Katipunan Ave,UV Express,Collision,Fatal,Rain,Unknown,Mechanical Failure,21,Female,0.0,57500.0,14.523197316308874,121.02245935888416,2025-03-21 17:20:00
MMTI-2025-0204,Pasay,C5,Motorcycle,Rear-end,Minor,Rain,Unknown,Traffic Violation,51,Male,1.0,49500.0,14.525386121496226,121.0562247959874,2025-01-29 09:42:00
MMTI-2025-0205,Taguig,EDSA,Bus,Hit and Run,Fatal,Clear,Dry,Reckless Driving,63,Male,3.0,60000.0,14.602156375885194,120.9110878221685,2025-05-18 23:56:00
MMTI-2025-0206,Pasay,Roxas Blvd,Taxi,Collision,Unknown,Rain,Dry,Mechanical Failure,65,Male,0.0,3500.0,14.54891029007134,120.99435291791556,2025-10-18 05:23:00
MMTI-2025-0207,Quezon City,España Blvd,Taxi,Hit and Run,Major,Storm,Wet,Unknown,64,Male,2.0,11500.0,14.614307192523492,120.92388018593496,2025-07-16 04:11:00
MMTI-2025-0208,Caloocan,España Blvd,Motorcycle,Hit and Run,Minor,Cloudy,Slippery,Reckless Driving,38,Male,4.0,60000.0,14.50159383471149,120.9401342306906,2025-12-11 01:11:00
MMTI-2025-0209,Pasig,Quezon Ave,Truck,Side-swipe,Unknown,Cloudy,Wet,Mechanical Failure,27,Male,3.0,5000.0,14.54659954837195,120.96928473954787,2025-10-16 09:47:00
MMTI-2025-0210,Manila,Taft Ave,Taxi,Side-swipe,Minor,Rain,Unknown,Mechanical Failure,44,Female,0.0,20000.0,14.64233049494002,120.91860532767164,2025-12-22 00:21:00
MMTI-2025-0211,Las Piñas,Aurora Blvd,UV Express,Collision,Unknown,Clear,Unknown,Drunk Driving,58,Female,0.0,77500.0,14.613564145657842,120.986996575687,2025-04-29 16:26:00
MMTI-2025-0212,Mandaluyong,Ortigas Ave,Taxi,Hit and Run,Fatal,Storm,Unknown,Reckless Driving,32,Male,1.0,19000.0,14.655987396493773,121.01694160716085,2025-03-08 07:18:00
MMTI-2025-0213,Valenzuela,Aurora Blvd,Bus,Hit and Run,Minor,Clear,Slippery,Mechanical Failure,46,Male,3.0,35500.0,14.670496437132227,120.91808417760971,2025-03-21 03:10:00
MMTI-2025-0214,Pasig,EDSA,Car,Side-swipe,Major,Clear,Wet,Traffic Violation,43,Male,0.0,40000.0,14.552033358544245,121.09813532408158,2025-12-18 09:52:00
MMTI-2025-0215,Valenzuela,España Blvd,UV Express,Pedestrian,Major,Clear,Unknown,Distracted Driving,69,Female,0.0,3500.0,14.512333836898762,121.0561919986942,2025-01-16 12:54:00
MMTI-2025-0216,Navotas,Ortigas Ave,UV Express,Collision,Unknown,Clear,Slippery,Distracted Driving,19,Male,1.0,84500.0,14.588686264767198,120.9257583097994,2025-04-24 04:12:00
MMTI-2025-0217,Valenzuela,EDSA,Car,Pedestrian,Unknown,Rain,Unknown,Unknown,19,Female,0.0,56500.0,14.534561442366158,120.942943221194,2025-06-19 03:02:00
MMTI-2025-0218,Valenzuela,Commonwealth Ave,Motorcycle,Pedestrian,Unknown,Clear,Wet,Reckless Driving,49,Female,4.0,63000.0,14.512195813786567,120.9559551974878,2025-04-06 08:17:00
MMTI-2025-0219,Manila,Quezon Ave,UV Express,Pedestrian,Minor,Cloudy,Slippery,Unknown,52,Female,2.0,74000.0,14.600478651108748,120.97767625491386,2025-03-12 13:12:00
MMTI-2025-0220,Pasig,Quezon Ave,Motorcycle,Side-swipe,Minor,Cloudy,Unknown,Traffic Violation,67,Female,1.0,14500.0,14.549571410800317,120.94823055903096,2025-04-03 00:20:00
MMTI-2025-0221,Caloocan,Katipunan Ave,Taxi,Hit and Run,Fatal,Rain,Wet,Mechanical Failure,55,Male,0.0,91000.0,14.571756626537413,121.01831249896917,2025-10-01 23:03:00
MMTI-2025-0222,Makati,Katipunan Ave,Car,Pedestrian,Major,Cloudy,Unknown,Reckless Driving,29,Female,0.0,13500.0,14.511233595360254,121.02033255728902,2025-12-27 22:22:00
MMTI-2025-0223,Manila,Ortigas Ave,Jeepney,Rear-end,Major,Storm,Wet,Traffic Violation,21,Male,1.0,77000.0,14.640939268346465,120.92833053287023,2025-01-11 16:30:00
MMTI-2025-0224,Las Piñas,C5,Bus,Hit and Run,Unknown,Clear,Slippery,Reckless Driving,38,Female,1.0,95500.0,14.689738706405263,121.05836850499998,2025-02-26 16:55:00
MMTI-2025-0225,Pasay,España Blvd,UV Express,Pedestrian,Fatal,Rain,Unknown,Drunk Driving,42,Male,0.0,90000.0,14.558903452943785,120.9355416576994,2025-09-07 20:20:00
MMTI-2025-0226,Navotas,Katipunan Ave,Motorcycle,Rear-end,Unknown,Storm,Unknown,Mechanical Failure,58,Male,3.0,20000.0,14.566233685233213,120.91556132769288,2025-01-01 22:36:00
MMTI-2025-0227,Makati,Ortigas Ave,Truck,Collision,Fatal,Rain,Wet,Distracted Driving,40,Male,0.0,94000.0,14.500256231498938,120.97718741959068,2025-06-27 10:10:00
MMTI-2025-0228,Malabon,Aurora Blvd,Truck,Side-swipe,Unknown,Cloudy,Dry,Unknown,68,Female,1.0,59500.0,14.514741877912275,121.06915249680492,2025-08-03 05:56:00
MMTI-2025-0229,Mandaluyong,C5,Motorcycle,Side-swipe,Major,Cloudy,Wet,Distracted Driving,53,Male,2.0,78000.0,14.69705522002823,121.07864523452928,2025-05-31 00:20:00
MMTI-2025-0230,Pasay,Katipunan Ave,Truck,Rear-end,Minor,Clear,Slippery,Mechanical Failure,30,Female,0.0,72500.0,14.644407620915135,121.04599480113406,2025-12-27 00:27:00
MMTI-2025-0231,San Juan,Quezon Ave,Motorcycle,Collision,Unknown,Clear,Unknown,Unknown,27,Male,2.0,2000.0,14.585521191489144,120.95890988979323,2025-05-16 21:18:00
MMTI-2025-0232,Pateros,Quezon Ave,Motorcycle,Collision,Major,Rain,Slippery,Distracted Driving,48,Male,2.0,52500.0,14.594188890589916,121.0789754966811,2025-12-05 20:38:00
MMTI-2025-0233,Quezon City,Taft Ave,Car,Side-swipe,Unknown,Storm,Wet,Unknown,20,Male,3.0,61500.0,14.552680161932471,121.0674157504269,2025-05-16 02:41:00
MMTI-2025-0234,Taguig,C5,UV Express,Side-swipe,Unknown,Cloudy,Unknown,Mechanical Failure,53,Male,3.0,68500.0,14.58372641498689,121.00710288239578,2025-10-16 01:09:00
MMTI-2025-0235,Caloocan,Aurora Blvd,Bus,Collision,Unknown,Rain,Dry,Drunk Driving,25,Female,1.0,23000.0,14.694432975667551,121.06169214426389,2025-09-01 18:56:00
MMTI-2025-0236,Makati,Taft Ave,Car,Rear-end,Unknown,Storm,Slippery,Distracted Driving,23,Female,4.0,52500.0,14.61041083831508,121.07132483612924,2025-03-06 01:27:00
MMTI-2025-0237,Manila,Katipunan Ave,Jeepney,Pedestrian,Unknown,Clear,Unknown,Drunk Driving,27,Male,0.0,74000.0,14.65590893939285,121.05714912606194,2025-09-24 14:58:00
MMTI-2025-0238,Malabon,Roxas Blvd,Truck,Hit and Run,Unknown,Clear,Unknown,Overspeeding,29,Male,3.0,20000.0,14.62364889772036,121.03616257264268,2025-10-02 11:56:00
MMTI-2025-0239,Marikina,Quezon Ave,Motorcycle,Hit and Run,Fatal,Storm,Dry,Traffic Violation,,Male,2.0,37500.0,14.668569313722282,121.07164695664672,2025-07-25 01:25:00
MMTI-2025-0240,Caloocan,Commonwealth Ave,Bus,Hit and Run,Fatal,Storm,Unknown,Distracted Driving,30,Female,1.0,54000.0,14.648188959784,121.05189865904526,2025-12-17 03:55:00
MMTI-2025-0241,Pasay,C5,Bus,Pedestrian,Unknown,Rain,Unknown,Overspeeding,29,Female,1.0,9000.0,14.549898052264856,120.99128973342562,2025-07-11 01:32:00
MMTI-2025-0242,Mandaluyong,Ortigas Ave,Taxi,Hit and Run,Unknown,Cloudy,Dry,Overspeeding,33,Male,3.0,78000.0,14.589220686521504,121.09210407565608,2025-07-04 22:12:00
MMTI-2025-0243,Las Piñas,Ortigas Ave,Car,Side-swipe,Minor,Storm,Dry,Unknown,21,Female,4.0,29000.0,14.67142223748766,121.02947597835232,2025-08-31 18:35:00
MMTI-2025-0244,Malabon,España Blvd,Motorcycle,Collision,Unknown,Rain,Wet,Overspeeding,32,Male,4.0,41000.0,14.64254809762094,121.04187363928963,2025-12-13 06:17:00
MMTI-2025-0245,Navotas,Ortigas Ave,Truck,Side-swipe,Major,Cloudy,Slippery,Unknown,55,Male,0.0,67000.0,14.699885875973637,121.09329709089292,2025-05-21 13:57:00
MMTI-2025-0246,Pasig,Katipunan Ave,Bus,Side-swipe,Minor,Cloudy,Dry,Traffic Violation,35,Male,2.0,35000.0,14.63122392104729,121.09043755962308,2025-07-11 17:41:00
MMTI-2025-0247,Pasig,España Blvd,Taxi,Rear-end,Minor,Clear,Unknown,Traffic Violation,61,Female,0.0,5000.0,14.631080114092487,121.09949381991566,2025-11-30 09:12:00
MMTI-2025-0248,Navotas,EDSA,Jeepney,Pedestrian,Major,Storm,Wet,Unknown,60,Male,4.0,40000.0,14.66908384884892,121.06812773891927,2025-05-13 13:25:00
MMTI-2025-0249,Taguig,Aurora Blvd,Car,Side-swipe,Unknown,Rain,Slippery,Distracted Driving,32,Male,1.0,97000.0,14.674286446432896,120.98409451363696,2025-10-13 05:18:00
MMTI-2025-0250,Makati,Roxas Blvd,Truck,Collision,Unknown,Clear,Unknown,Distracted Driving,48,Female,4.0,17000.0,14.673499550939646,120.97633384396111,2025-06-19 11:16:00
MMTI-2025-0251,Pasig,Commonwealth Ave,Car,Side-swipe,Unknown,Clear,Unknown,Drunk Driving,38,Female,0.0,64000.0,14.566525889383303,121.09732807453994,2025-06-02 13:03:00
MMTI-2025-0252,Manila,Aurora Blvd,Bus,Rear-end,Major,Clear,Wet,Unknown,68,Male,1.0,80500.0,14.586742282857728,120.98588194460184,2025-06-10 20:03:00
MMTI-2025-0253,Manila,EDSA,Jeepney,Rear-end,Fatal,Clear,Slippery,Mechanical Failure,19,Male,0.0,95500.0,14.549764624575175,121.03870494943408,2025-08-08 15:24:00
MMTI-2025-0254,Taguig,Taft Ave,Jeepney,Pedestrian,Fatal,Rain,Dry,Overspeeding,37,Male,3.0,95000.0,14.604057682449175,121.0048235287336,2025-06-26 09:08:00
MMTI-2025-0255,Marikina,Aurora Blvd,Bus,Rear-end,Major,Cloudy,Dry,Mechanical Failure,32,Female,1.0,95500.0,14.504382654413122,121.00092671091704,2025-08-11 21:08:00
MMTI-2025-0256,Quezon City,Taft Ave,UV Express,Side-swipe,Unknown,Clear,Dry,Overspeeding,60,Male,0.0,4500.0,14.509647011294588,120.92315796526786,2025-03-05 11:45:00
MMTI-2025-0257,Quezon City,Roxas Blvd,Truck,Rear-end,Major,Rain,Dry,Reckless Driving,44,Male,0.0,68500.0,14.553995429907438,121.0211268673848,2025-08-16 12:07:00
MMTI-2025-0258,Taguig,España Blvd,UV Express,Pedestrian,Minor,Storm,Dry,Distracted Driving,49,Female,4.0,27500.0,14.655591783319403,121.06629976410144,2025-03-12 13:53:00
MMTI-2025-0259,Malabon,Roxas Blvd,Car,Collision,Unknown,Cloudy,Wet,Unknown,39,Female,0.0,3500.0,14.63432662649304,121.08137600885397,2025-04-14 11:45:00
MMTI-2025-0260,Pasig,C5,Taxi,Pedestrian,Minor,Rain,Dry,Reckless Driving,59,Female,3.0,39500.0,14.552825004554208,120.9100160391626,2025-10-21 21:31:00
MMTI-2025-0261,San Juan,Ortigas Ave,Taxi,Side-swipe,Unknown,Rain,Dry,Distracted Driving,66,Male,0.0,19500.0,14.63267100549817,120.93410245527129,2025-03-31 01:54:00
MMTI-2025-0262,Mandaluyong,C5,Bus,Side-swipe,Major,Clear,Unknown,Unknown,47,Male,3.0,90000.0,14.670134315607315,121.0599798193898,2025-07-03 14:39:00
MMTI-2025-0263,Pasig,EDSA,Taxi,Rear-end,Minor,Cloudy,Unknown,Unknown,69,Female,1.0,80000.0,14.575950155823175,120.97171978296542,2025-11-29 05:07:00
MMTI-2025-0264,Pasig,Aurora Blvd,Truck,Collision,Unknown,Cloudy,Dry,Distracted Driving,34,Male,0.0,92000.0,14.673666454371704,121.00496358240773,2025-01-15 21:56:00
MMTI-2025-0265,Caloocan,Ortigas Ave,Jeepney,Pedestrian,Unknown,Clear,Unknown,Mechanical Failure,48,Male,0.0,88500.0,14.628280890561456,120.92973089045142,2025-10-23 23:36:00
MMTI-2025-0266,Manila,Commonwealth Ave,Jeepney,Hit and Run,Unknown,Rain,Dry,Unknown,38,Female,2.0,37500.0,14.51007014290531,120.94454130463376,2025-10-13 19:03:00
MMTI-2025-0267,Caloocan,C5,Truck,Hit and Run,Unknown,Cloudy,Dry,Unknown,46,Male,0.0,65500.0,14.649047792931457,120.9035538257698,2025-11-26 12:25:00
MMTI-2025-0268,Quezon City,España Blvd,Motorcycle,Collision,Unknown,Clear,Slippery,Mechanical Failure,59,Female,2.0,48500.0,14.665062198123746,121.06331773731549,2025-07-26 13:02:00
MMTI-2025-0269,Pasig,Katipunan Ave,Truck,Side-swipe,Unknown,Clear,Dry,Mechanical Failure,18,Male,2.0,83000.0,14.692886736690868,120.95839671276168,2025-08-21 10:35:00
MMTI-2025-0270,Taguig,EDSA,Car,Hit and Run,Major,Rain,Unknown,Distracted Driving,34,Female,1.0,17000.0,14.686043251830627,120.97857929798305,2025-09-25 11:44:00
MMTI-2025-0271,Marikina,C5,Taxi,Hit and Run,Minor,Rain,Unknown,Distracted Driving,67,Female,3.0,86000.0,14.617863233322188,121.000839515231,2025-08-23 06:45:00
MMTI-2025-0272,Quezon City,España Blvd,Truck,Pedestrian,Unknown,Clear,Wet,Drunk Driving,64,Female,0.0,51500.0,14.631504362226346,121.0212321547906,2025-09-13 00:33:00
MMTI-2025-0273,Navotas,Taft Ave,Jeepney,Rear-end,Fatal,Cloudy,Slippery,Reckless Driving,46,Female,1.0,54500.0,14.620504889935276,121.07728737108177,2025-06-14 16:56:00
MMTI-2025-0274,Quezon City,Ortigas Ave,UV Express,Pedestrian,Major,Rain,Wet,Reckless Driving,61,Male,0.0,18500.0,14.696267099246974,121.0300172775614,2025-09-20 09:53:00
MMTI-2025-0275,Marikina,C5,Taxi,Side-swipe,Unknown,Cloudy,Unknown,Unknown,61,Male,3.0,3500.0,14.60454599724184,120.9050544282509,2025-04-02 16:34:00
MMTI-2025-0276,Quezon City,Quezon Ave,Bus,Rear-end,Fatal,Rain,Slippery,Drunk Driving,21,Male,1.0,98000.0,14.608234417486647,120.97173648746912,2025-03-16 01:42:00
MMTI-2025-0277,Quezon City,Quezon Ave,UV Express,Pedestrian,Unknown,Rain,Unknown,Reckless Driving,62,Male,3.0,51500.0,14.583313247496935,121.05762230601285,2025-08-20 03:39:00
MMTI-2025-0278,Quezon City,EDSA,UV Express,Side-swipe,Major,Clear,Unknown,Mechanical Failure,58,Male,4.0,71500.0,14.64769000649957,120.93929381635212,2025-12-17 10:35:00
MMTI-2025-0279,Pasay,C5,Car,Rear-end,Unknown,Clear,Unknown,Overspeeding,45,Male,4.0,35500.0,14.526013306023074,121.0167972115368,2025-04-10 09:28:00
MMTI-2025-0280,Valenzuela,Commonwealth Ave,Motorcycle,Rear-end,Fatal,Clear,Dry,Reckless Driving,49,Male,0.0,92500.0,14.563571801074438,120.94399240308552,2025-05-11 00:21:00
MMTI-2025-0281,Manila,Commonwealth Ave,Truck,Pedestrian,Unknown,Cloudy,Dry,Traffic Violation,32,Female,0.0,44000.0,14.56621330732226,120.95871487143404,2025-04-05 16:04:00
