Incident_ID,Date,Time,City,Road_Name,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Road_Condition,Cause,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Latitude,Longitude
MMTI-2025-0143,2025-03-13,15:20:00,Caloocan,EDSA,Bus,Hit and Run,Major,Cloudy,Slippery,Traffic Violation,37.0,Male,2.0,85500.0,14.571910418112232,120.9472605154844
MMTI-2025-0144,2025-12-08,03:29:00,San Juan,Commonwealth Ave,Truck,Pedestrian,Fatal,RAIN,Dry,Reckless Driving,41.0,Female,1.0,19000.0,14.595636379947045,120.99099573455413
MMTI-2025-0145,2025-11-07,11:26:00,QUEZON CITY,Aurora Blvd,Taxi,Pedestrian,Major,Rain,,Distracted Driving,51.0,FEMALE,4.0,92000.0,14.57235697370485,121.0834489413562
MMTI-2025-0146,2025-02-27,01:53:00,QUEZON CITY,España Blvd,Car,Pedestrian,,Rain,Wet,Traffic Violation,51.0,FEMALE,0.0,89000.0,14.541080297107872,121.01662953568821
MMTI-2025-0147,2025-02-16,16:28:00,Quezon City,Aurora Blvd,Car,Pedestrian,,Cloudy,,Overspeeding,53.0,FEMALE,,41000.0,14.644656015965001,120.97918974199065
MMTI-2025-0148,2025-01-02,23:13:00,Makati ,C5,Motorcycle,Hit and Run,Fatal,RAIN,Dry,Overspeeding,22.0,FEMALE,0.0,38500.0,14.58177338716385,121.05379441251671
MMTI-2025-0149,2025-11-25,23:41:00,Malabon,Ortigas Ave,Truck,Hit and Run,,Cloudy,Dry,Drunk Driving,59.0,male,0.0,24500.0,14.698569355215517,120.97861172635682
MMTI-2025-0150,2025-03-07,23:14:00,Manila,EDSA,Bus,Hit and Run,,Cloudy,,,,Female,1.0,60500.0,14.569231946997526,120.95512994555904
MMTI-2025-0151,2025-02-27,01:51:00,Malabon,Katipunan Ave,Taxi,Collision,Major,Rain,Dry,Distracted Driving,56.0,Male,3.0,78500.0,14.634404727374443,121.07444248355728
MMTI-2025-0152,2025-05-06,23:02:00,Navotas,Aurora Blvd,Car,Pedestrian,Major,Clear,Wet,Reckless Driving,32.0,male,4.0,78500.0,14.654507642496425,121.06367649781804
MMTI-2025-0153,2025-05-02,09:56:00,Pasig,España Blvd,Car,Hit and Run,Fatal,Storm,Dry,Drunk Driving,58.0,FEMALE,4.0,65000.0,14.509376819390491,120.96888296595452
MMTI-2025-0154,2025-11-26,21:24:00,manila,Ortigas Ave,UV Express,Hit and Run,,Rain,Slippery,,29.0,FEMALE,1.0,30500.0,14.56014728375903,121.0415153594976
MMTI-2025-0155,2025-08-26,01:35:00,Malabon,Taft Ave,Jeepney,Pedestrian,Major,Cloudy,Wet,Reckless Driving,31.0,male,,12000.0,14.684445220902244,121.06942667718393
MMTI-2025-0156,2025-02-17,17:46:00,Parañaque,EDSA,Bus,Hit and Run,, clear,Dry,Distracted Driving,30.0,Female,3.0,28500.0,14.673894770304907,120.96659286216376
MMTI-2025-0157,2025-01-08,06:59:00,Parañaque,C5,UV Express,Hit and Run,Major,RAIN,,Mechanical Failure,43.0,Female,4.0,43000.0,14.655102776412754,120.97613234887459
MMTI-2025-0158,2025-10-01,20:22:00,San Juan,Roxas Blvd,Bus,Pedestrian,,Cloudy,Dry,,66.0,male,1.0,49000.0,14.562584403774038,120.90914308959623
MMTI-2025-0159,2025-04-24,23:09:00,Manila,Roxas Blvd,Jeepney,Pedestrian,,RAIN,,Reckless Driving,27.0,Female,2.0,31000.0,14.575967954948231,121.06667254305741
MMTI-2025-0160,2025-09-13,17:41:00,Marikina,Roxas Blvd,Taxi,Hit and Run,,Cloudy,Wet,Traffic Violation,28.0,Female,,71500.0,14.597663264250826,121.08337987793888
MMTI-2025-0161,2025-10-05,20:03:00,manila,EDSA,Taxi,Collision,Minor,Clear,,Drunk Driving,58.0,Female,0.0,92500.0,14.530205929292949,120.94374393449088
MMTI-2025-0162,2025-08-22,11:03:00, Pasig,Katipunan Ave,Truck,Hit and Run,Minor,Clear,,,18.0,Male,4.0,94000.0,14.554948147439566,121.09549586964651
MMTI-2025-0163,2025-01-09,16:52:00,Malabon,Commonwealth Ave,Motorcycle,Collision,,Rain,Wet,Mechanical Failure,57.0,male,2.0,36000.0,14.658987266416693,120.91580384876289
MMTI-2025-0164,2025-07-27,14:36:00,Caloocan,Quezon Ave,Bus,Collision,Minor,Clear,,,42.0,FEMALE,0.0,83500.0,14.501890034530826,120.93427671504422
MMTI-2025-0165,2025-09-13,13:41:00,Marikina,Katipunan Ave,Taxi,Collision,,Clear,Wet,Mechanical Failure,62.0,FEMALE,2.0,7500.0,14.684831853321713,121.03688574869274
MMTI-2025-0166,2025-05-24,17:36:00,Quezon City,Commonwealth Ave,Taxi,Side-swipe,Minor,Rain,,Drunk Driving,66.0,FEMALE,0.0,40000.0,14.532490050142941,120.94809443886086
MMTI-2025-0167,2025-07-19,21:57:00,QUEZON CITY,Ortigas Ave,Truck,Rear-end,Minor, clear,Slippery,Overspeeding,24.0,FEMALE,1.0,11500.0,14.568118549295022,121.0538011306731
MMTI-2025-0168,2025-11-01,12:49:00,Marikina,EDSA,UV Express,Side-swipe,,Cloudy,Wet,Traffic Violation,53.0,FEMALE,3.0,25500.0,14.635938971617632,121.03213438150298
MMTI-2025-0169,2025-02-13,19:18:00,Caloocan,C5,Motorcycle,Side-swipe,Major,Cloudy,Wet,,38.0,male,0.0,13500.0,14.501039044474005,120.96165349102726
MMTI-2025-0170,2025-07-04,08:06:00,Pasig,C5,Car,Hit and Run,, clear,,,24.0,Male,0.0,47000.0,14.610843961079514,121.01938491105743
MMTI-2025-0171,2025-06-16,12:00:00,San Juan,Taft Ave,Truck,Collision,,Rain,,Drunk Driving,61.0,FEMALE,1.0,19500.0,14.55378379270603,120.95368135942985
MMTI-2025-0172,2025-03-16,02:10:00,Malabon,Roxas Blvd,Truck,Side-swipe,,Clear,Slippery,Reckless Driving,33.0,FEMALE,4.0,80500.0,14.539109644976053,120.92139447351619
MMTI-2025-0173,2025-06-05,00:25:00,Marikina,Katipunan Ave,Truck,Side-swipe,,Storm,,Drunk Driving,37.0,male,4.0,90500.0,14.540170297740413,120.96283665623909
MMTI-2025-0174,2025-07-23,10:18:00,Pateros,Katipunan Ave,Taxi,Rear-end,Fatal,Cloudy,Slippery,,41.0,Male,4.0,27500.0,14.618445406850077,121.00912581709017
MMTI-2025-0175,2025-12-16,17:01:00,Valenzuela,Quezon Ave,Truck,Side-swipe,Minor,Cloudy,,Drunk Driving,58.0,male,1.0,34000.0,14.631732593706463,121.04304727825989
MMTI-2025-0176,2025-07-13,02:28:00, Pasig,Aurora Blvd,Jeepney,Hit and Run,, clear,,Overspeeding,68.0,male,,70500.0,14.618763988670976,121.08288024974613
MMTI-2025-0177,2025-02-25,07:42:00,Las Piñas,Commonwealth Ave,UV Express,Pedestrian,Minor, clear,,Traffic Violation,68.0,FEMALE,0.0,3000.0,14.519721311716346,120.9444002159099
MMTI-2025-0178,2025-09-23,17:37:00,Makati ,Quezon Ave,Truck,Side-swipe,,Cloudy,,Drunk Driving,40.0,Male,3.0,15000.0,14.55908644410368,121.08410950893422
MMTI-2025-0179,2025-02-13,03:53:00,Pasig,Ortigas Ave,Bus,Side-swipe,,Rain,,,40.0,FEMALE,0.0,58000.0,14.644398788655941,120.99048943865137
MMTI-2025-0180,2025-02-04,09:02:00,Taguig,EDSA,Taxi,Side-swipe,Minor,RAIN,Wet,Mechanical Failure,51.0,Female,4.0,22000.0,14.566197931110635,120.98527387672434
MMTI-2025-0181,2025-08-25,07:51:00,Navotas,Commonwealth Ave,Car,Hit and Run,,Clear,,Mechanical Failure,46.0,FEMALE,3.0,2500.0,14.640947123191946,120.94115689587348
MMTI-2025-0182,2025-12-27,02:36:00,Taguig,España Blvd,Car,Side-swipe,Fatal,Rain,,Distracted Driving,34.0,FEMALE,4.0,83500.0,14.562680822010295,120.97772785218255
MMTI-2025-0183,2025-07-20,18:07:00,Las Piñas,Ortigas Ave,Taxi,Hit and Run,,Rain,Slippery,Distracted Driving,61.0,Female,2.0,17000.0,14.547714545287759,120.92338978079415
MMTI-2025-0184,2025-07-11,22:09:00,manila,Taft Ave,Truck,Pedestrian,Major, clear,,,29.0,FEMALE,,70500.0,14.638686585305871,121.02905201901599
MMTI-2025-0185,2025-03-30,17:10:00,Pateros,Roxas Blvd,Car,Rear-end,Fatal,Cloudy,,Overspeeding,40.0,Male,3.0,19000.0,14.53902569832685,120.9767888351736
MMTI-2025-0186,2025-10-15,16:41:00,Pateros,Taft Ave,UV Express,Hit and Run,,RAIN,,,28.0,Male,4.0,5500.0,14.659176177920486,120.94410590125932
MMTI-2025-0187,2025-01-17,08:14:00,QUEZON CITY,Roxas Blvd,Car,Hit and Run,,RAIN,,Distracted Driving,54.0,Male,2.0,71500.0,14.664656561599513,120.97337235442109
MMTI-2025-0188,2025-01-22,23:28:00,QUEZON CITY,Quezon Ave,Truck,Collision,Major,Storm,Dry,,34.0,male,0.0,58000.0,14.673058094075259,120.92347720529979
MMTI-2025-0189,2025-05-02,06:51:00,Makati ,Ortigas Ave,Taxi,Pedestrian,,Rain,,Drunk Driving,68.0,Female,1.0,9500.0,14.614014868961,121.00645615947408
MMTI-2025-0190,2025-11-02,17:10:00,Marikina,Roxas Blvd,Bus,Pedestrian,Fatal, clear,Dry,Drunk Driving,66.0,FEMALE,0.0,37000.0,14.673409518086755,120.92537763372277
MMTI-2025-0191,2025-03-09,07:09:00,Marikina,Quezon Ave,Taxi,Hit and Run,,Rain,,Reckless Driving,58.0,FEMALE,3.0,59500.0,14.51510325466637,121.05891972613354
MMTI-2025-0192,2025-02-17,12:32:00,Mandaluyong,Ortigas Ave,Truck,Hit and Run,Fatal, clear,Dry,Distracted Driving,64.0,FEMALE,,87000.0,14.639457795557712,121.07002124795815
MMTI-2025-0193,2025-10-01,12:13:00,Malabon,Quezon Ave,Truck,Side-swipe,Fatal,Storm,Slippery,Drunk Driving,54.0,FEMALE,2.0,89000.0,14.6524508044845,120.90918858513173
MMTI-2025-0194,2025-11-17,14:01:00,Taguig,Commonwealth Ave,Truck,Hit and Run,Minor,Cloudy,Wet,Drunk Driving,59.0,male,1.0,37000.0,14.51866799690513,120.97208707667946
MMTI-2025-0195,2025-02-12,11:42:00,Pasay,EDSA,Truck,Side-swipe,Major,Cloudy,Dry,Distracted Driving,18.0,Female,3.0,11500.0,14.526539958407998,120.94523817229188
MMTI-2025-0196,2025-12-15,14:00:00,Manila,Ortigas Ave,Taxi,Collision,,RAIN,Wet,,22.0,Female,3.0,13000.0,14.646152676352795,120.92048543408991
MMTI-2025-0197,2025-06-10,11:56:00,San Juan,Commonwealth Ave,Truck,Rear-end,Major,Clear,,Overspeeding,57.0,Female,3.0,46500.0,14.644486405272865,121.02561600766819
MMTI-2025-0198,2025-03-19,13:39:00,Valenzuela,Quezon Ave,Motorcycle,Collision,Major,Clear,,,40.0,FEMALE,2.0,19500.0,14.549557274992715,121.02892411363759
MMTI-2025-0199,2025-05-08,17:38:00, Pasig,Katipunan Ave,Bus,Collision,Fatal,Rain,,Mechanical Failure,65.0,FEMALE,2.0,84500.0,14.510913826203051,121.0795825120714
MMTI-2025-0200,2025-05-03,15:24:00,Taguig,Quezon Ave,Truck,Pedestrian,Minor, clear,Dry,Traffic Violation,38.0,Female,3.0,74500.0,14.584172706850488,121.00927124423228
MMTI-2025-0201,2025-03-30,15:49:00,Makati,EDSA,Jeepney,Collision,Minor,Storm,Wet,Overspeeding,21.0,FEMALE,4.0,38500.0,14.625714139212116,121.00020979310142
MMTI-2025-0202,2025-08-01,13:44:00,Navotas,C5,UV Express,Pedestrian,, clear,Wet,Reckless Driving,23.0,male,0.0,67000.0,14.684184971754547,121.09486267687092
MMTI-2025-0203,2025-03-21,17:20:00,Navotas,Katipunan Ave,UV Express,Collision,Fatal,RAIN,,Mechanical Failure,21.0,Female,0.0,57500.0,14.523197316308874,121.02245935888415
MMTI-2025-0204,2025-01-29,09:42:00,Pasay,C5,Motorcycle,Rear-end,Minor,Rain,,Traffic Violation,51.0,male,1.0,49500.0,14.525386121496226,121.0562247959874
MMTI-2025-0205,2025-05-18,23:56:00,Taguig,EDSA,Bus,Hit and Run,Fatal, clear,Dry,Reckless Driving,63.0,Male,3.0,60000.0,14.602156375885194,120.9110878221685
MMTI-2025-0206,2025-10-18,05:23:00,Pasay,Roxas Blvd,Taxi,Collision,,RAIN,Dry,Mechanical Failure,65.0,Male,0.0,3500.0,14.54891029007134,120.99435291791555
MMTI-2025-0207,2025-07-16,04:11:00,Quezon City,España Blvd,Taxi,Hit and Run,Major,Storm,Wet,,64.0,male,2.0,11500.0,14.614307192523492,120.92388018593496
MMTI-2025-0208,2025-12-11,01:11:00,Caloocan,España Blvd,Motorcycle,Hit and Run,Minor,Cloudy,Slippery,Reckless Driving,38.0,Male,4.0,60000.0,14.50159383471149,120.9401342306906
MMTI-2025-0209,2025-10-16,09:47:00, Pasig,Quezon Ave,Truck,Side-swipe,,Cloudy,Wet,Mechanical Failure,27.0,Male,3.0,5000.0,14.54659954837195,120.96928473954789
MMTI-2025-0210,2025-12-22,00:21:00,Manila,Taft Ave,Taxi,Side-swipe,Minor,Rain,,Mechanical Failure,44.0,FEMALE,0.0,20000.0,14.64233049494002,120.91860532767163
MMTI-2025-0211,2025-04-29,16:26:00,Las Piñas,Aurora Blvd,UV Express,Collision,,Clear,,Drunk Driving,58.0,FEMALE,0.0,77500.0,14.613564145657842,120.986996575687
MMTI-2025-0212,2025-03-08,07:18:00,Mandaluyong,Ortigas Ave,Taxi,Hit and Run,Fatal,Storm,,Reckless Driving,32.0,Male,1.0,19000.0,14.655987396493773,121.01694160716083
MMTI-2025-0213,2025-03-21,03:10:00,Valenzuela,Aurora Blvd,Bus,Hit and Run,Minor, clear,Slippery,Mechanical Failure,46.0,male,3.0,35500.0,14.670496437132229,120.91808417760971
MMTI-2025-0214,2025-12-18,09:52:00, Pasig,EDSA,Car,Side-swipe,Major,Clear,Wet,Traffic Violation,43.0,Male,,40000.0,14.552033358544245,121.09813532408158
MMTI-2025-0215,2025-01-16,12:54:00,Valenzuela,España Blvd,UV Express,Pedestrian,Major,Clear,,Distracted Driving,69.0,Female,0.0,3500.0,14.512333836898762,121.0561919986942
MMTI-2025-0216,2025-04-24,04:12:00,Navotas,Ortigas Ave,UV Express,Collision,, clear,Slippery,Distracted Driving,19.0,Male,1.0,84500.0,14.588686264767198,120.9257583097994
MMTI-2025-0217,2025-06-19,03:02:00,Valenzuela,EDSA,Car,Pedestrian,,RAIN,,,19.0,FEMALE,,56500.0,14.534561442366158,120.94294322119401
MMTI-2025-0218,2025-04-06,08:17:00,Valenzuela,Commonwealth Ave,Motorcycle,Pedestrian,, clear,Wet,Reckless Driving,49.0,FEMALE,4.0,63000.0,14.512195813786569,120.9559551974878
MMTI-2025-0219,2025-03-12,13:12:00,manila,Quezon Ave,UV Express,Pedestrian,Minor,Cloudy,Slippery,,52.0,FEMALE,2.0,74000.0,14.600478651108748,120.97767625491386
MMTI-2025-0220,2025-04-03,00:20:00, Pasig,Quezon Ave,Motorcycle,Side-swipe,Minor,Cloudy,,Traffic Violation,67.0,Female,1.0,14500.0,14.549571410800315,120.94823055903096
MMTI-2025-0221,2025-10-01,23:03:00,Caloocan,Katipunan Ave,Taxi,Hit and Run,Fatal,Rain,Wet,Mechanical Failure,55.0,male,,91000.0,14.571756626537413,121.01831249896915
MMTI-2025-0222,2025-12-27,22:22:00,Makati ,Katipunan Ave,Car,Pedestrian,Major,Cloudy,,Reckless Driving,29.0,FEMALE,0.0,13500.0,14.511233595360254,121.02033255728902
MMTI-2025-0223,2025-01-11,16:30:00,Manila,Ortigas Ave,Jeepney,Rear-end,Major,Storm,Wet,Traffic Violation,21.0,Male,1.0,77000.0,14.640939268346465,120.92833053287025
MMTI-2025-0224,2025-02-26,16:55:00,Las Piñas,C5,Bus,Hit and Run,,Clear,Slippery,Reckless Driving,38.0,Female,1.0,95500.0,14.689738706405265,121.05836850499998
MMTI-2025-0225,2025-09-07,20:20:00,Pasay,España Blvd,UV Express,Pedestrian,Fatal,Rain,,Drunk Driving,42.0,male,,90000.0,14.558903452943785,120.9355416576994
MMTI-2025-0226,2025-01-01,22:36:00,Navotas,Katipunan Ave,Motorcycle,Rear-end,,Storm,,Mechanical Failure,58.0,Male,3.0,20000.0,14.566233685233211,120.91556132769287
MMTI-2025-0227,2025-06-27,10:10:00,Makati,Ortigas Ave,Truck,Collision,Fatal,Rain,Wet,Distracted Driving,40.0,male,0.0,94000.0,14.500256231498938,120.97718741959069
MMTI-2025-0228,2025-08-03,05:56:00,Malabon,Aurora Blvd,Truck,Side-swipe,,Cloudy,Dry,,68.0,Female,1.0,59500.0,14.514741877912275,121.06915249680492
MMTI-2025-0229,2025-05-31,00:20:00,Mandaluyong,C5,Motorcycle,Side-swipe,Major,Cloudy,Wet,Distracted Driving,53.0,Male,2.0,78000.0,14.69705522002823,121.07864523452929
MMTI-2025-0230,2025-12-27,00:27:00,Pasay,Katipunan Ave,Truck,Rear-end,Minor,Clear,Slippery,Mechanical Failure,30.0,FEMALE,,72500.0,14.644407620915135,121.04599480113406
MMTI-2025-0231,2025-05-16,21:18:00,San Juan,Quezon Ave,Motorcycle,Collision,, clear,,,27.0,Male,2.0,2000.0,14.585521191489143,120.95890988979325
MMTI-2025-0232,2025-12-05,20:38:00,Pateros,Quezon Ave,Motorcycle,Collision,Major,Rain,Slippery,Distracted Driving,48.0,Male,2.0,52500.0,14.594188890589917,121.0789754966811
MMTI-2025-0233,2025-05-16,02:41:00,QUEZON CITY,Taft Ave,Car,Side-swipe,,Storm,Wet,,20.0,male,3.0,61500.0,14.552680161932471,121.0674157504269
MMTI-2025-0234,2025-10-16,01:09:00,Taguig,C5,UV Express,Side-swipe,,Cloudy,,Mechanical Failure,53.0,Male,3.0,68500.0,14.58372641498689,121.00710288239578
MMTI-2025-0235,2025-09-01,18:56:00,Caloocan,Aurora Blvd,Bus,Collision,,RAIN,Dry,Drunk Driving,25.0,FEMALE,1.0,23000.0,14.694432975667551,121.06169214426387
MMTI-2025-0236,2025-03-06,01:27:00,Makati,Taft Ave,Car,Rear-end,,Storm,Slippery,Distracted Driving,23.0,FEMALE,4.0,52500.0,14.61041083831508,121.07132483612925
MMTI-2025-0237,2025-09-24,14:58:00,Manila,Katipunan Ave,Jeepney,Pedestrian,,Clear,,Drunk Driving,27.0,Male,0.0,74000.0,14.65590893939285,121.05714912606194
MMTI-2025-0238,2025-10-02,11:56:00,Malabon,Roxas Blvd,Truck,Hit and Run,, clear,,Overspeeding,29.0,male,3.0,20000.0,14.62364889772036,121.03616257264267
MMTI-2025-0239,2025-07-25,01:25:00,Marikina,Quezon Ave,Motorcycle,Hit and Run,Fatal,Storm,Dry,Traffic Violation,,male,2.0,37500.0,14.668569313722282,121.07164695664672
MMTI-2025-0240,2025-12-17,03:55:00,Caloocan,Commonwealth Ave,Bus,Hit and Run,Fatal,Storm,,Distracted Driving,30.0,FEMALE,1.0,54000.0,14.648188959784001,121.05189865904526
MMTI-2025-0241,2025-07-11,01:32:00,Pasay,C5,Bus,Pedestrian,,Rain,,Overspeeding,29.0,Female,1.0,9000.0,14.549898052264856,120.99128973342562
MMTI-2025-0242,2025-07-04,22:12:00,Mandaluyong,Ortigas Ave,Taxi,Hit and Run,,Cloudy,Dry,Overspeeding,33.0,male,3.0,78000.0,14.589220686521505,121.09210407565607
MMTI-2025-0243,2025-08-31,18:35:00,Las Piñas,Ortigas Ave,Car,Side-swipe,Minor,Storm,Dry,,21.0,Female,4.0,29000.0,14.671422237487661,121.02947597835231
MMTI-2025-0244,2025-12-13,06:17:00,Malabon,España Blvd,Motorcycle,Collision,,Rain,Wet,Overspeeding,32.0,male,4.0,41000.0,14.64254809762094,121.04187363928965
MMTI-2025-0245,2025-05-21,13:57:00,Navotas,Ortigas Ave,Truck,Side-swipe,Major,Cloudy,Slippery,,55.0,Male,0.0,67000.0,14.699885875973635,121.09329709089292
MMTI-2025-0246,2025-07-11,17:41:00, Pasig,Katipunan Ave,Bus,Side-swipe,Minor,Cloudy,Dry,Traffic Violation,35.0,male,2.0,35000.0,14.63122392104729,121.09043755962308
MMTI-2025-0247,2025-11-30,09:12:00,Pasig,España Blvd,Taxi,Rear-end,Minor, clear,,Traffic Violation,61.0,Female,,5000.0,14.631080114092489,121.09949381991566
MMTI-2025-0248,2025-05-13,13:25:00,Navotas,EDSA,Jeepney,Pedestrian,Major,Storm,Wet,,60.0,male,4.0,40000.0,14.669083848848919,121.06812773891929
MMTI-2025-0249,2025-10-13,05:18:00,Taguig,Aurora Blvd,Car,Side-swipe,,Rain,Slippery,Distracted Driving,32.0,male,1.0,97000.0,14.674286446432896,120.98409451363696
MMTI-2025-0250,2025-06-19,11:16:00,Makati ,Roxas Blvd,Truck,Collision,,Clear,,Distracted Driving,48.0,Female,4.0,17000.0,14.673499550939646,120.97633384396113
MMTI-2025-0251,2025-06-02,13:03:00,Pasig,Commonwealth Ave,Car,Side-swipe,, clear,,Drunk Driving,38.0,Female,0.0,64000.0,14.566525889383305,121.09732807453994
MMTI-2025-0252,2025-06-10,20:03:00,Manila,Aurora Blvd,Bus,Rear-end,Major, clear,Wet,,68.0,Male,1.0,80500.0,14.586742282857728,120.98588194460183
MMTI-2025-0253,2025-08-08,15:24:00,Manila,EDSA,Jeepney,Rear-end,Fatal,Clear,Slippery,Mechanical Failure,19.0,Male,,95500.0,14.549764624575177,121.03870494943409
MMTI-2025-0254,2025-06-26,09:08:00,Taguig,Taft Ave,Jeepney,Pedestrian,Fatal,Rain,Dry,Overspeeding,37.0,male,3.0,95000.0,14.604057682449177,121.00482352873361
MMTI-2025-0255,2025-08-11,21:08:00,Marikina,Aurora Blvd,Bus,Rear-end,Major,Cloudy,Dry,Mechanical Failure,32.0,Female,1.0,95500.0,14.504382654413122,121.00092671091704
MMTI-2025-0256,2025-03-05,11:45:00,Quezon City,Taft Ave,UV Express,Side-swipe,, clear,Dry,Overspeeding,60.0,Male,,4500.0,14.509647011294588,120.92315796526786
MMTI-2025-0257,2025-08-16,12:07:00,QUEZON CITY,Roxas Blvd,Truck,Rear-end,Major,RAIN,Dry,Reckless Driving,44.0,Male,,68500.0,14.553995429907438,121.02112686738481
MMTI-2025-0258,2025-03-12,13:53:00,Taguig,España Blvd,UV Express,Pedestrian,Minor,Storm,Dry,Distracted Driving,49.0,Female,4.0,27500.0,14.655591783319405,121.06629976410143
MMTI-2025-0259,2025-04-14,11:45:00,Malabon,Roxas Blvd,Car,Collision,,Cloudy,Wet,,39.0,Female,0.0,3500.0,14.63432662649304,121.08137600885397
MMTI-2025-0260,2025-10-21,21:31:00,Pasig,C5,Taxi,Pedestrian,Minor,RAIN,Dry,Reckless Driving,59.0,Female,3.0,39500.0,14.552825004554208,120.9100160391626
MMTI-2025-0261,2025-03-31,01:54:00,San Juan,Ortigas Ave,Taxi,Side-swipe,,RAIN,Dry,Distracted Driving,66.0,Male,0.0,19500.0,14.63267100549817,120.93410245527129
MMTI-2025-0262,2025-07-03,14:39:00,Mandaluyong,C5,Bus,Side-swipe,Major,Clear,,,47.0,male,3.0,90000.0,14.670134315607317,121.0599798193898
MMTI-2025-0263,2025-11-29,05:07:00,Pasig,EDSA,Taxi,Rear-end,Minor,Cloudy,,,69.0,FEMALE,1.0,80000.0,14.575950155823177,120.97171978296542
MMTI-2025-0264,2025-01-15,21:56:00,Pasig,Aurora Blvd,Truck,Collision,,Cloudy,Dry,Distracted Driving,34.0,male,0.0,92000.0,14.673666454371704,121.00496358240773
MMTI-2025-0265,2025-10-23,23:36:00,Caloocan,Ortigas Ave,Jeepney,Pedestrian,,Clear,,Mechanical Failure,48.0,male,,88500.0,14.628280890561456,120.92973089045142
MMTI-2025-0266,2025-10-13,19:03:00,Manila,Commonwealth Ave,Jeepney,Hit and Run,,Rain,Dry,,38.0,Female,2.0,37500.0,14.51007014290531,120.94454130463376
MMTI-2025-0267,2025-11-26,12:25:00,Caloocan,C5,Truck,Hit and Run,,Cloudy,Dry,,46.0,male,0.0,65500.0,14.649047792931457,120.90355382576979
MMTI-2025-0268,2025-07-26,13:02:00,QUEZON CITY,España Blvd,Motorcycle,Collision,, clear,Slippery,Mechanical Failure,59.0,FEMALE,2.0,48500.0,14.665062198123746,121.06331773731547
MMTI-2025-0269,2025-08-21,10:35:00, Pasig,Katipunan Ave,Truck,Side-swipe,,Clear,Dry,Mechanical Failure,18.0,male,2.0,83000.0,14.692886736690868,120.95839671276167
MMTI-2025-0270,2025-09-25,11:44:00,Taguig,EDSA,Car,Hit and Run,Major,RAIN,,Distracted Driving,34.0,Female,1.0,17000.0,14.686043251830629,120.97857929798305
MMTI-2025-0271,2025-08-23,06:45:00,Marikina,C5,Taxi,Hit and Run,Minor,RAIN,,Distracted Driving,67.0,FEMALE,3.0,86000.0,14.617863233322188,121.00083951523101
MMTI-2025-0272,2025-09-13,00:33:00,Quezon City,España Blvd,Truck,Pedestrian,, clear,Wet,Drunk Driving,64.0,Female,0.0,51500.0,14.631504362226346,121.02123215479061
MMTI-2025-0273,2025-06-14,16:56:00,Navotas,Taft Ave,Jeepney,Rear-end,Fatal,Cloudy,Slippery,Reckless Driving,46.0,Female,1.0,54500.0,14.620504889935276,121.07728737108175
MMTI-2025-0274,2025-09-20,09:53:00,QUEZON CITY,Ortigas Ave,UV Express,Pedestrian,Major,Rain,Wet,Reckless Driving,61.0,male,,18500.0,14.696267099246974,121.0300172775614
MMTI-2025-0275,2025-04-02,16:34:00,Marikina,C5,Taxi,Side-swipe,,Cloudy,,,61.0,male,3.0,3500.0,14.604545997241841,120.9050544282509
MMTI-2025-0276,2025-03-16,01:42:00,Quezon City,Quezon Ave,Bus,Rear-end,Fatal,RAIN,Slippery,Drunk Driving,21.0,male,1.0,98000.0,14.608234417486647,120.97173648746912
MMTI-2025-0277,2025-08-20,03:39:00,QUEZON CITY,Quezon Ave,UV Express,Pedestrian,,Rain,,Reckless Driving,62.0,Male,3.0,51500.0,14.583313247496935,121.05762230601285
MMTI-2025-0278,2025-12-17,10:35:00,Quezon City,EDSA,UV Express,Side-swipe,Major, clear,,Mechanical Failure,58.0,male,4.0,71500.0,14.64769000649957,120.93929381635212
MMTI-2025-0279,2025-04-10,09:28:00,Pasay,C5,Car,Rear-end,,Clear,,Overspeeding,45.0,male,4.0,35500.0,14.526013306023074,121.0167972115368
MMTI-2025-0280,2025-05-11,00:21:00,Valenzuela,Commonwealth Ave,Motorcycle,Rear-end,Fatal, clear,Dry,Reckless Driving,49.0,male,0.0,92500.0,14.563571801074438,120.94399240308552
MMTI-2025-0281,2025-04-05,16:04:00,manila,Commonwealth Ave,Truck,Pedestrian,,Cloudy,Dry,Traffic Violation,32.0,Female,,44000.0,14.566213307322261,120.95871487143404
MMTI-2025-0282,2025-11-13,16:30:00,QUEZON CITY,EDSA,Motorcycle,Side-swipe,,Rain,,Mechanical Failure,20.0,male,3.0,16500.0,14.57717518695681,121.00804746258852
MMTI-2025-0283,2025-05-25,00:58:00,manila,Ortigas Ave,Jeepney,Pedestrian,,Cloudy,Dry,Reckless Driving,59.0,Female,2.0,67500.0,14.5164690896097,120.91919128621727
MMTI-2025-0284,2025-10-03,17:00:00,Makati,Quezon Ave,UV Express,Rear-end,,Clear,Wet,,59.0,Male,,89500.0,14.530750915443528,120.99184504705201
MMTI-2025-0285,2025-06-19,01:05:00,Makati,EDSA,Car,Side-swipe,,Clear,,Mechanical Failure,34.0,FEMALE,3.0,59500.0,14.626043452925158,120.98660500692786
